pcod,adm3_sections,est_pop_2020_01,admin3_growth_2020,admin3_growth_2021,admin3_growth_2022,admin3_growth_2023,admin3_growth_2024
HT1023-01,4e Section Morisseau,4801.2979,.99993366,.999897,.9998731,.99984467,.99980593
HT1023-02,2e Section Changeux,9801.04,.99943697,.99940819,.99939495,.99937451,.99934906
HT1023-03,1re Section l'Asile ou Nan Paul,8539.3379,.99921328,.99918807,.99917966,.99916279,.9991433
HT1023-04,3e Section Tournade,18302.738,.99968898,.9996562,.99963754,.99961305,.99958086
HT1024-01,1re Section Baconnois-Barreau,8878.083,.99976987,.99973577,.99971539,.99968964,.99965525
HT1024-02,2e Section Baquet,5980.5151,.99921328,.99918807,.99917966,.99916279,.9991433
HT1024-03,3e Section Arnaud (Morcou),6174.582,1.0000355,.9999972,.99997115,.99994111,.99989963
HT1025-01,1re Section Plaisance du Sud (ou ti François),10597.64,1.0003037,1.0002612,1.0002294,1.000195,1.0001464
HT1025-02,2e Section Anse aux Pins,9317.8076,.99921328,.99918807,.99917966,.99916279,.9991433
HT1025-03,3e Section Vassal Labiche,7669.5166,.99921328,.99918807,.99917966,.99916279,.9991433
HT1031-01,1re Section Gérin ou Mouton,6002.9658,.99963933,.99960732,.9995898,.99956608,.9995352
HT1031-02,2e Section Tête d'Eau,8527.4219,.99921328,.99918807,.99917966,.99916279,.9991433
HT1031-03,3e Section Fond Tortue,10858.494,1.0000228,.99998468,.99995887,.99992901,.99988788
HT1031-04,4e Section la Plaine,7766.5566,.99949014,.99946058,.99944621,.99942487,.99939799
HT1031-05,5e Section Rivière Salée,8554.1416,.99955332,.99952275,.99950701,.99948472,.99945611
HT1032-01,1re Section Grand-Boucan,4199.5835,1.0017314,1.0016661,1.0016035,1.0015463,1.0014595
HT1032-02,2e Section Eaux Basses,2272.5476,1.0012314,1.0011741,1.0011222,1.0010731,1.0009997
